elapsed_s,angle_deg,buzzer_state
105.994,0.0,0
106.064,0.0,0
106.190,0.0,0
106.256,0.0,0
106.330,0.0,0
106.390,2.8,0
106.456,0.0,0
106.578,0.0,0
106.641,0.0,0
106.713,0.0,0
106.789,0.0,0
106.863,0.0,0
106.932,0.0,0
107.005,0.0,0
107.079,0.0,0
107.140,0.0,0
107.256,0.0,0
107.313,0.0,0
107.374,0.0,0
107.445,0.0,0
107.515,0.0,0
107.632,0.0,0
107.706,0.0,0
107.760,0.0,0
107.829,0.0,0
107.897,0.0,0
107.962,0.0,0
108.083,0.0,0
108.156,0.0,0
108.223,0.0,0
108.294,0.0,0
108.364,0.0,0
108.428,0.0,0
108.547,0.0,0
108.605,0.0,0
108.679,0.0,0
108.737,0.0,0
108.798,0.0,0
108.922,0.0,0
108.982,0.0,0
109.040,0.0,0
109.107,0.0,0
109.224,0.0,0
109.287,0.0,0
109.347,0.0,0
109.414,0.0,0
109.479,0.0,0
109.596,0.0,0
109.656,0.0,0
109.714,0.0,0
109.840,2.6,0
109.901,2.6,0
109.962,0.0,0
110.030,0.0,0
110.097,0.0,0
110.213,0.0,0
110.280,0.0,0
110.344,0.0,0
110.397,0.0,0
110.514,0.0,0
110.579,0.0,0
110.640,0.0,0
110.706,0.0,0
110.821,0.0,0
110.887,0.0,0
110.948,0.0,0
111.006,0.0,0
111.123,0.0,0
111.181,0.0,0
111.247,0.0,0
111.306,0.0,0
111.429,0.0,0
111.491,0.0,0
111.547,0.0,0
111.613,0.0,0
111.732,0.0,0
111.798,0.0,0
111.863,0.0,0
111.929,0.0,0
111.995,0.0,0
112.060,0.0,0
112.182,0.0,0
112.244,0.0,0
112.313,2.7,0
112.379,0.0,0
112.440,0.0,0
112.562,0.0,0
112.629,0.0,0
112.690,0.0,0
112.747,0.0,0
112.864,0.0,0
112.922,0.0,0
112.980,0.0,0
113.102,0.0,0
113.162,0.0,0
113.229,2.7,0
113.288,0.0,0
113.410,0.0,0
113.481,0.0,0
113.548,0.0,0
113.607,0.0,0
113.672,0.0,0
113.732,0.0,0
113.847,2.7,0
113.905,0.0,0
113.972,0.0,0
114.090,2.7,0
114.154,0.0,0
114.215,0.0,0
114.279,0.0,0
114.339,0.0,0
114.465,0.0,0
114.527,0.0,0
114.580,0.0,0
114.641,0.0,0
114.772,0.0,0
114.833,0.0,0
114.890,0.0,0
114.948,0.0,0
115.072,0.0,0
115.129,0.0,0
115.194,0.0,0
115.257,0.0,0
115.372,0.0,0
115.432,0.0,0
115.498,0.0,0
115.555,0.0,0
115.687,0.0,0
115.752,0.0,0
115.814,0.0,0
115.876,0.0,0
115.937,0.0,0
116.055,0.0,0
116.114,0.0,0
116.173,0.0,0
116.244,0.0,0
116.363,0.0,0
116.430,0.0,0
116.490,0.0,0
116.550,0.0,0
116.671,0.0,0
116.739,0.0,0
116.797,0.0,0
116.859,0.0,0
116.965,0.0,0
117.029,2.7,0
117.082,0.0,0
117.207,0.0,0
117.271,0.0,0
117.329,0.0,0
117.382,0.0,0
117.497,0.0,0
117.564,0.0,0
117.628,0.0,0
117.689,0.0,0
117.803,0.0,0
117.872,0.0,0
117.933,0.0,0
117.998,0.0,0
118.061,0.0,0
118.179,0.0,0
118.248,0.0,0
118.313,0.0,0
118.372,0.0,0
118.497,0.0,0
118.554,0.0,0
118.620,0.0,0
118.679,0.0,0
118.747,0.0,0
118.865,0.0,0
118.923,0.0,0
118.979,0.0,0
119.052,0.0,0
119.172,0.0,0
119.228,0.0,0
119.287,0.0,0
119.399,0.0,0
119.459,0.0,0
119.527,0.0,0
119.589,9.1,0
119.655,0.0,0
119.779,0.0,0
119.840,0.0,0
119.906,0.0,0
119.967,0.0,0
120.090,0.0,0
120.147,0.0,0
120.206,0.0,0
120.278,0.0,0
120.338,0.0,0
120.457,0.0,0
120.514,0.0,0
120.580,0.0,0
120.641,2.7,0
120.759,0.0,0
120.821,0.0,0
120.880,0.0,0
120.947,2.7,0
121.069,0.0,0
121.137,0.0,0
121.197,0.0,0
121.254,0.0,0
121.322,0.0,0
121.445,0.0,0
121.513,0.0,0
121.579,0.0,0
121.647,0.0,0
121.715,0.0,0
121.780,0.0,0
121.906,0.0,0
121.964,0.0,0
122.029,0.0,0
122.097,0.0,0
122.160,0.0,0
122.279,0.0,0
122.347,0.0,0
122.410,0.0,0
122.479,0.0,0
122.597,0.0,0
122.663,0.0,0
122.730,0.0,0
122.794,0.0,0
122.864,0.0,0
122.929,0.0,0
122.997,0.0,0
123.113,0.0,0
123.181,0.0,0
123.243,0.0,0
123.305,0.0,0
123.373,0.0,0
123.504,0.0,0
123.565,0.0,0
123.627,0.0,0
123.689,0.0,0
123.748,0.0,0
123.877,0.0,0
123.938,0.0,0
123.998,0.0,0
124.056,0.0,0
124.180,0.0,0
124.240,0.0,0
124.306,0.0,0
124.367,0.0,0
124.490,0.0,0
124.557,0.0,0
124.613,0.0,0
124.680,0.0,0
124.740,3.5,0
124.863,0.0,0
124.930,0.0,0
124.997,0.0,0
125.059,0.0,0
125.129,0.0,0
125.194,0.0,0
125.329,0.0,0
125.391,0.0,0
125.447,0.0,0
125.513,0.0,0
125.579,0.0,0
125.647,0.0,0
125.763,0.0,0
125.829,0.0,0
125.894,0.0,0
125.960,0.0,0
126.029,0.0,0
126.160,0.0,0
126.229,0.0,0
126.297,0.0,0
126.364,0.0,0
126.429,0.0,0
126.487,0.0,0
126.557,0.0,0
126.679,0.0,0
126.747,0.0,0
126.810,0.0,0
126.863,0.0,0
126.982,0.0,0
127.044,0.0,0
127.110,0.0,0
127.180,0.0,0
127.240,0.0,0
127.363,0.0,0
127.429,0.0,0
127.501,0.0,0
127.564,0.0,0
127.629,0.0,0
127.756,0.0,0
127.813,0.0,0
127.879,0.0,0
127.940,0.0,0
128.063,0.0,0
128.130,0.0,0
128.190,0.0,0
128.255,0.0,0
128.310,0.0,0
128.380,0.0,0
128.509,0.0,0
128.580,0.0,0
128.647,0.0,0
128.709,0.0,0
128.779,0.0,0
128.848,0.0,0
128.913,0.0,0
129.029,0.0,0
129.090,0.0,0
129.156,0.0,0
129.264,0.0,0
129.329,0.0,0
129.390,0.0,0
129.449,0.0,0
129.564,0.0,0
129.629,0.0,0
129.690,0.0,0
129.745,0.0,0
129.879,0.0,0
129.941,0.0,0
130.009,0.0,0
130.080,0.0,0
130.144,0.0,0
130.210,0.0,0
130.330,0.0,0
130.397,0.0,0
130.462,0.0,0
130.529,0.0,0
130.597,0.0,0
130.660,0.0,0
130.782,0.0,0
130.848,0.0,0
130.912,0.0,0
130.979,0.0,0
131.047,0.0,0
131.112,0.0,0
131.244,0.0,0
131.310,0.0,0
131.379,0.0,0
131.447,0.0,0
131.513,0.0,0
131.580,0.0,0
131.647,0.0,0
131.763,0.0,0
131.830,0.0,0
131.891,0.0,0
131.956,0.0,0
132.064,0.0,0
132.129,0.0,0
132.194,0.0,0
132.255,0.0,0
132.365,0.0,0
132.429,0.0,0
132.498,0.0,0
132.556,4.8,0
132.679,0.0,0
132.737,0.0,0
132.806,2.7,0
132.872,0.0,0
132.933,0.0,0
133.055,0.0,0
133.120,0.0,0
133.184,0.0,0
133.239,0.0,0
133.355,0.0,0
133.414,0.0,0
133.479,0.0,0
133.545,0.0,0
133.670,0.0,0
133.731,0.0,0
133.793,2.7,0
133.855,0.0,0
133.980,0.0,0
134.040,0.0,0
134.096,0.0,0
134.159,0.0,0
134.285,0.0,0
134.337,0.0,0
134.399,0.0,0
134.463,0.0,0
134.587,0.0,0
134.649,0.0,0
134.703,0.0,0
134.763,0.0,0
134.884,0.0,0
134.946,0.0,0
135.015,0.0,0
135.079,0.0,0
135.140,0.0,0
135.256,0.0,0
135.318,0.0,0
135.380,0.0,0
135.438,0.0,0
135.553,0.0,0
135.622,0.0,0
135.679,0.0,0
135.747,0.0,0
135.872,0.0,0
135.933,0.0,0
136.003,0.0,0
136.056,0.0,0
136.178,0.0,0
136.247,0.0,0
136.309,0.0,0
136.365,0.0,0
136.435,0.0,0
136.547,0.0,0
136.610,0.0,0
136.671,0.0,0
136.737,0.0,0
136.846,0.0,0
136.913,0.0,0
136.980,0.0,0
137.044,0.0,0
137.114,0.0,0
137.239,0.0,0
137.297,0.0,0
137.362,0.0,0
137.426,0.0,0
137.497,0.0,0
137.626,0.0,0
137.688,0.0,0
137.746,0.0,0
137.807,0.0,0
137.868,0.0,0
137.989,0.0,0
138.053,0.0,0
138.112,0.0,0
138.180,0.0,0
138.300,0.0,0
138.362,0.0,0
138.424,0.0,0
138.477,0.0,0
138.601,0.0,0
138.662,0.0,0
138.723,0.0,0
138.785,0.0,0
138.910,0.0,0
138.974,0.0,0
139.036,0.0,0
139.097,0.0,0
139.158,0.0,0
139.281,0.0,0
139.343,2.6,0
139.405,0.0,0
139.466,0.0,0
139.582,0.0,0
139.645,0.0,0
139.707,0.0,0
139.821,2.6,0
139.885,0.0,0
139.948,0.0,0
140.009,0.0,0
140.074,0.0,0
140.200,0.0,0
140.257,0.0,0
140.312,0.0,0
140.378,0.0,0
140.501,0.0,0
140.557,0.0,0
140.614,0.0,0
140.739,0.0,0
140.805,0.0,0
140.866,0.0,0
140.923,0.0,0
140.993,0.0,0
141.111,0.0,0
141.177,0.0,0
141.232,0.0,0
141.290,0.0,0
141.407,2.6,0
141.464,0.0,0
141.530,0.0,0
141.597,0.0,0
141.664,0.0,0
141.780,0.0,0
141.845,0.0,0
141.907,0.0,0
142.029,0.0,0
142.097,0.0,0
142.160,0.0,0
142.219,0.0,0
142.280,2.7,0
142.405,0.0,0
142.472,0.0,0
142.532,0.0,0
142.588,0.0,0
142.711,0.0,0
142.782,0.0,0
142.838,0.0,0
142.897,0.0,0
142.964,0.0,0
143.030,0.0,0
143.148,0.0,0
143.214,0.0,0
143.279,0.0,0
143.336,0.0,0
143.463,0.0,0
143.530,0.0,0
143.595,0.0,0
143.660,0.0,0
143.729,2.7,0
143.797,0.0,0
143.930,0.0,0
143.990,0.0,0
144.063,0.0,0
144.129,0.0,0
144.197,0.0,0
144.255,0.0,0
144.364,0.0,0
144.429,0.0,0
144.490,0.0,0
144.556,0.0,0
144.678,2.7,0
144.744,0.0,0
144.812,0.0,0
144.878,0.0,0
144.948,2.6,0
145.012,0.0,0
145.145,0.0,0
145.213,0.0,0
145.279,0.0,0
145.345,0.0,0
145.405,0.0,0
145.463,0.0,0
145.582,0.0,0
145.644,0.0,0
145.699,0.0,0
145.813,0.0,0
145.878,2.6,0
145.947,0.0,0
146.010,0.0,0
146.079,0.0,0
146.147,0.0,0
146.262,0.0,0
146.329,0.0,0
146.390,0.0,0
146.447,0.0,0
146.579,0.0,0
146.640,0.0,0
146.697,0.0,0
146.764,0.0,0
146.830,0.0,0
146.960,0.0,0
147.030,0.0,0
147.097,0.0,0
147.162,0.0,0
147.229,0.0,0
147.282,0.0,0
147.409,0.0,0
147.479,0.0,0
147.547,0.0,0
147.609,0.0,0
147.663,0.0,0
147.794,0.0,0
147.862,0.0,0
147.929,0.0,0
147.997,0.0,0
148.062,0.0,0
148.128,0.0,0
148.197,2.6,0
148.329,0.0,0
148.397,0.0,0
148.462,0.0,0
148.529,0.0,0
148.594,0.0,0
148.659,0.0,0
148.764,0.0,0
148.830,0.0,0
148.897,0.0,0
148.959,0.0,0
149.029,0.0,0
149.145,0.0,0
149.206,0.0,0
149.278,0.0,0
149.344,0.0,0
149.414,0.0,0
149.532,0.0,0
149.597,0.0,0
149.660,0.0,0
149.729,0.0,0
149.797,0.0,0
149.863,0.0,0
149.982,0.0,0
150.044,0.0,0
150.113,0.0,0
150.180,0.0,0
150.247,2.7,0
150.363,0.0,0
150.429,0.0,0
150.482,0.0,0
150.547,0.0,0
150.679,0.0,0
150.744,2.7,0
150.813,0.0,0
150.879,0.0,0
150.945,0.0,0
151.006,0.0,0
151.128,0.0,0
151.182,0.0,0
151.246,0.0,0
151.313,0.0,0
151.444,0.0,0
151.513,2.7,0
151.579,0.0,0
151.647,0.0,0
151.712,0.0,0
151.779,0.0,0
151.897,0.0,0
151.962,0.0,0
152.028,0.0,0
152.094,0.0,0
152.147,0.0,0
152.279,0.0,0
152.346,0.0,0
152.412,0.0,0
152.480,0.0,0
152.543,0.0,0
152.610,0.0,0
152.680,0.0,0
152.797,0.0,0
152.863,0.0,0
152.928,0.0,0
152.994,0.0,0
153.057,0.0,0
153.164,0.0,0
153.229,0.0,0
153.282,0.0,0
153.395,0.0,0
153.455,0.0,0
153.513,0.0,0
153.645,0.0,0
153.714,0.0,0
153.779,0.0,0
153.840,0.0,0
153.907,0.0,0
153.964,0.0,0
154.082,0.0,0
154.147,0.0,0
154.213,0.0,0
154.279,0.0,0
154.345,0.0,0
154.462,0.0,0
154.529,0.0,0
154.583,0.0,0
154.701,0.0,0
154.763,0.0,0
154.830,0.0,0
154.890,0.0,0
154.955,0.0,0
155.079,0.0,0
155.145,0.0,0
155.212,0.0,0
155.279,0.0,0
155.347,0.0,0
155.417,0.0,0
155.530,0.0,0
155.597,0.0,0
155.662,0.0,0
155.729,0.0,0
155.798,0.0,0
155.907,0.0,0
155.964,0.0,0
156.029,0.0,0
156.097,0.0,0
156.212,0.0,0
156.279,0.0,0
156.332,0.0,0
156.397,0.0,0
156.528,0.0,0
156.597,0.0,0
156.662,0.0,0
156.729,0.0,0
156.790,0.0,0
156.847,0.0,0
156.979,0.0,0
157.043,0.0,0
157.111,0.0,0
157.179,0.0,0
157.240,0.0,0
157.306,0.0,0
157.423,0.0,0
157.480,0.0,0
157.538,0.0,0
157.665,0.0,0
157.729,0.0,0
157.791,0.0,0
157.854,0.0,0
157.918,0.0,0
158.039,0.0,0
158.102,0.0,0
158.159,0.0,0
158.214,0.0,0
158.332,0.0,0
158.394,0.0,0
158.457,0.0,0
158.574,0.0,0
158.638,0.0,0
158.705,0.0,0
158.772,0.0,0
158.838,0.0,0
158.900,0.0,0
159.021,0.0,0
159.082,0.0,0
159.140,0.0,0
159.201,0.0,0
159.314,0.0,0
159.379,0.0,0
159.447,0.0,0
159.514,0.0,0
159.578,0.0,0
159.705,0.0,0
159.763,0.0,0
159.829,0.0,0
159.897,0.0,0
160.013,0.0,0
160.079,0.0,0
160.140,0.0,0
160.197,0.0,0
160.313,0.0,0
160.379,0.0,0
160.447,0.0,0
160.505,0.0,0
160.614,0.0,0
160.678,0.0,0
160.732,0.0,0
160.797,0.0,0
160.929,0.0,0
160.997,0.0,0
161.059,0.0,0
161.129,0.0,0
161.197,0.0,0
161.260,0.0,0
161.328,0.0,0
161.447,0.0,0
161.509,0.0,0
161.563,0.0,0
161.628,0.0,0
161.745,0.0,0
161.810,0.0,0
161.879,0.0,0
161.940,0.0,0
162.045,0.0,0
162.109,0.0,0
162.164,0.0,0
162.282,0.0,0
162.345,0.0,0
162.413,0.0,0
162.479,0.0,0
162.547,0.0,0
162.661,0.0,0
162.729,0.0,0
162.797,2.7,0
162.860,0.0,0
162.964,0.0,0
163.028,0.0,0
163.097,0.0,0
163.162,10.2,0
163.229,0.0,0
163.359,0.0,0
163.428,0.0,0
163.494,0.0,0
163.559,0.0,0
163.629,0.0,0
163.690,0.0,0
163.805,0.0,0
163.863,0.0,0
163.929,0.0,0
163.997,0.0,0
164.113,0.0,0
164.179,0.0,0
164.244,0.0,0
164.310,0.0,0
164.378,0.0,0
164.444,0.0,0
164.559,0.0,0
164.629,0.0,0
164.697,0.0,0
164.762,0.0,0
164.829,0.0,0
164.945,0.0,0
165.009,0.0,0
165.079,0.0,0
165.140,0.0,0
165.197,0.0,0
165.329,0.0,0
165.390,0.0,0
165.462,0.0,0
165.529,0.0,0
165.590,3.4,0
165.713,0.0,0
165.778,0.0,0
165.847,0.0,0
165.908,0.0,0
165.979,0.0,0
166.040,0.0,0
166.113,0.0,0
166.232,0.0,0
166.297,0.0,0
166.354,0.0,0
166.421,0.0,0
166.543,0.0,0
166.605,0.0,0
166.663,0.0,0
166.725,0.0,0
166.840,0.0,0
166.897,0.0,0
166.958,0.0,0
167.022,0.0,0
167.143,0.0,0
167.197,0.0,0
167.256,0.0,0
167.378,0.0,0
167.445,0.0,0
167.508,0.0,0
167.571,0.0,0
167.631,0.0,0
167.764,0.0,0
167.830,0.0,0
167.894,0.0,0
167.964,0.0,0
168.029,0.0,0
168.094,0.0,0
168.161,0.0,0
168.294,0.0,0
168.357,0.0,0
168.416,0.0,0
168.480,0.0,0
168.539,0.0,0
168.657,0.0,0
168.712,0.0,0
168.780,0.0,0
168.848,0.0,0
168.963,0.0,0
169.029,0.0,0
169.097,0.0,0
169.163,0.0,0
169.229,0.0,0
169.347,0.0,0
169.413,0.0,0
169.479,0.0,0
169.547,0.0,0
169.612,0.0,0
169.731,0.0,0
169.797,0.0,0
169.854,0.0,0
169.916,0.0,0
169.987,0.0,0
170.056,0.0,0
170.170,0.0,0
170.232,0.0,0
170.293,0.0,0
170.415,0.0,0
170.473,0.0,0
170.528,0.0,0
170.591,0.0,0
170.703,0.0,0
170.757,0.0,0
170.817,0.0,0
170.946,0.0,0
171.007,0.0,0
171.063,0.0,0
171.119,0.0,0
171.232,0.0,0
171.290,0.0,0
171.356,0.0,0
171.479,0.0,0
171.547,0.0,0
171.613,0.0,0
171.679,0.0,0
171.747,0.0,0
171.805,0.0,0
171.928,0.0,0
171.997,0.0,0
172.062,0.0,0
172.129,0.0,0
172.194,0.0,0
172.255,0.0,0
172.379,0.0,0
172.440,0.0,0
172.513,0.0,0
172.579,0.0,0
172.647,0.0,0
172.762,0.0,0
172.828,0.0,0
172.896,0.0,0
172.962,0.0,0
173.029,0.0,0
173.094,0.0,0
173.212,0.0,0
173.278,0.0,0
173.348,0.0,0
173.406,0.0,0
173.528,0.0,0
173.590,0.0,0
173.647,0.0,0
173.709,0.0,0
173.828,0.0,0
173.890,0.0,0
173.948,0.0,0
174.012,0.0,0
174.079,0.0,0
174.198,0.0,0
174.263,0.0,0
174.329,0.0,0
174.397,0.0,0
174.461,0.0,0
174.581,0.0,0
174.640,0.0,0
174.706,0.0,0
174.766,0.0,0
174.880,0.0,0
174.947,0.0,0
175.012,0.0,0
175.079,0.0,0
175.140,0.0,0
175.262,0.0,0
175.329,0.0,0
175.390,0.0,0
175.447,0.0,0
175.579,0.0,0
175.644,0.0,0
175.710,0.0,0
175.764,0.0,0
175.828,0.0,0
175.962,0.0,0
176.029,0.0,0
176.090,0.0,0
176.147,0.0,0
176.213,0.0,0
176.279,0.0,0
176.412,0.0,0
176.478,0.0,0
176.544,0.0,0
176.609,0.0,0
176.679,0.0,0
176.747,0.0,0
176.812,0.0,0
176.932,0.0,0
176.996,0.0,0
177.055,0.0,0
177.173,0.0,0
177.231,0.0,0
177.292,0.0,0
177.356,0.0,0
177.422,0.0,0
177.547,0.0,0
177.606,0.0,0
177.663,0.0,0
177.729,0.0,0
177.797,0.0,0
177.915,0.0,0
177.969,0.0,0
178.032,0.0,0
178.140,0.0,0
178.209,0.0,0
178.265,0.0,0
178.374,0.0,0
178.439,0.0,0
178.504,0.0,0
178.565,0.0,0
178.688,0.0,0
178.747,0.0,0
178.807,0.0,0
178.872,0.0,0
178.988,0.0,0
179.044,0.0,0
179.098,0.0,0
179.217,0.0,0
179.272,0.0,0
179.337,0.0,0
179.398,0.0,0
179.525,10.0,0
179.588,0.0,0
179.650,0.0,0
179.706,0.0,0
179.824,0.0,0
179.887,0.0,0
179.953,0.0,0
180.014,0.0,0
180.075,0.0,0
180.198,0.0,0
180.254,0.0,0
180.318,0.0,0
180.379,0.0,0
180.503,0.0,0
180.556,0.0,0
180.618,0.0,0
180.739,0.0,0
180.797,0.0,0
180.853,0.0,0
180.920,0.0,0
181.039,0.0,0
181.097,0.0,0
181.164,0.0,0
181.230,0.0,0
181.295,0.0,0
181.414,2.8,0
181.479,0.0,0
181.540,0.0,0
181.597,0.0,0
181.729,0.0,0
181.798,0.0,0
181.862,0.0,0
181.928,0.0,0
181.982,0.0,0
182.094,0.0,0
182.163,0.0,0
182.229,0.0,0
182.294,0.0,0
182.414,0.0,0
182.480,0.0,0
182.547,0.0,0
182.614,0.0,0
182.679,0.0,0
182.748,0.0,0
182.812,0.0,0
182.932,0.0,0
182.990,0.0,0
183.047,0.0,0
183.110,0.0,0
183.232,2.6,0
183.290,0.0,0
183.347,0.0,0
183.463,0.0,0
183.529,2.7,0
183.590,0.0,0
183.655,0.0,0
183.779,0.0,0
183.844,0.0,0
183.910,0.0,0
183.979,0.0,0
184.047,0.0,0
184.105,0.0,0
184.229,0.0,0
184.296,0.0,0
184.363,0.0,0
184.429,0.0,0
184.498,0.0,0
184.559,0.0,0
184.680,0.0,0
184.747,0.0,0
184.812,0.0,0
184.879,0.0,0
184.944,0.0,0
185.062,0.0,0
185.129,0.0,0
185.190,0.0,0
185.246,0.0,0
185.363,0.0,0
185.429,2.6,0
185.490,0.0,0
185.546,2.7,0
185.663,0.0,0
185.719,0.0,0
185.787,0.0,0
185.853,0.0,0
185.978,0.0,0
186.039,0.0,0
186.101,0.0,0
186.163,0.0,0
186.228,0.0,0
186.347,0.0,0
186.415,0.0,0
186.483,0.0,0
186.547,0.0,0
186.609,0.0,0
186.679,2.6,0
186.797,0.0,0
186.863,0.0,0
186.929,0.0,0
186.993,0.0,0
187.063,0.0,0
187.183,0.0,0
187.246,0.0,0
187.305,0.0,0
187.364,0.0,0
187.480,0.0,0
187.547,0.0,0
187.600,0.0,0
187.666,0.0,0
187.795,0.0,0
187.860,0.0,0
187.929,0.0,0
187.990,0.0,0
188.047,0.0,0
188.180,0.0,0
188.247,0.0,0
188.310,0.0,0
188.364,0.0,0
188.429,0.0,0
188.547,0.0,0
188.609,0.0,0
188.680,0.0,0
188.747,0.0,0
188.813,0.0,0
188.879,0.0,0
189.012,0.0,0
189.080,0.0,0
189.148,0.0,0
189.212,2.7,0
189.279,0.0,0
189.395,0.0,0
189.462,0.0,0
189.530,0.0,0
189.590,0.0,0
189.660,0.0,0
189.772,0.0,0
189.829,0.0,0
189.897,0.0,0
189.964,0.0,0
190.029,0.0,0
190.094,0.0,0
190.212,2.7,0
190.280,0.0,0
190.340,0.0,0
190.397,0.0,0
190.529,0.0,0
190.594,0.0,0
190.660,0.0,0
190.728,0.0,0
190.783,0.0,0
190.911,0.0,0
190.979,-9.1,0
191.044,0.0,0
191.106,0.0,0
191.164,0.0,0
191.282,0.0,0
191.340,0.0,0
191.406,0.0,0
191.514,0.0,0
191.579,0.0,0
191.632,0.0,0
191.695,0.0,0
191.814,0.0,0
191.872,0.0,0
191.929,0.0,0
191.994,0.0,0
192.113,0.0,0
192.179,0.0,0
192.240,0.0,0
192.306,0.0,0
192.429,0.0,0
192.496,2.6,0
192.563,0.0,0
192.629,0.0,0
192.694,0.0,0
192.762,0.0,0
192.829,0.0,0
192.948,0.0,0
193.010,0.0,0
193.064,0.0,0
193.194,0.0,0
193.260,0.0,0
193.329,0.0,0
193.390,0.0,0
193.447,0.0,0
193.510,0.0,0
193.644,0.0,0
193.714,0.0,0
193.779,0.0,0
193.832,0.0,0
193.897,0.0,0
194.013,0.0,0
194.080,0.0,0
194.140,0.0,0
194.194,0.0,0
194.313,0.0,0
194.379,0.0,0
194.447,0.0,0
194.506,0.0,0
194.629,0.0,0
194.694,0.0,0
194.759,0.0,0
194.814,0.0,0
194.879,0.0,0
194.998,0.0,0
195.056,0.0,0
195.110,0.0,0
195.229,0.0,0
195.297,0.0,0
195.363,0.0,0
195.429,0.0,0
195.497,0.0,0
195.563,0.0,0
195.682,0.0,0
195.745,0.0,0
195.813,0.0,0
195.878,0.0,0
195.947,0.0,0
196.062,0.0,0
196.129,2.6,0
196.197,0.0,0
196.260,0.0,0
196.364,2.7,0
196.428,0.0,0
196.490,0.0,0
196.547,0.0,0
196.663,0.0,0
196.729,0.0,0
196.798,0.0,0
196.863,0.0,0
196.929,0.0,0
197.055,0.0,0
197.114,0.0,0
197.167,0.0,0
197.279,0.0,0
197.340,0.0,0
197.394,0.0,0
197.463,0.0,0
197.582,0.0,0
197.640,0.0,0
197.697,0.0,0
197.812,0.0,0
197.879,0.0,0
197.932,0.0,0
197.997,0.0,0
198.113,0.0,0
198.179,0.0,0
198.232,0.0,0
198.344,0.0,0
198.410,0.0,0
198.479,0.0,0
198.531,0.0,0
198.597,0.0,0
198.730,0.0,0
198.797,0.0,0
198.863,0.0,0
198.929,0.0,0
198.990,0.0,0
199.107,0.0,0
199.164,0.0,0
199.229,0.0,0
199.298,0.0,0
199.355,0.0,0
199.479,0.0,0
199.540,0.0,0
199.606,0.0,0
199.664,0.0,0
199.790,0.0,0
199.848,0.0,0
199.912,0.0,0
199.979,0.0,0
200.047,0.0,0
200.178,0.0,0
200.247,0.0,0
200.309,0.0,0
200.379,0.0,0
200.447,3.3,0
200.514,0.0,0
200.578,0.0,0
200.697,0.0,0
200.763,0.0,0
200.830,0.0,0
200.890,-9.9,0
201.014,0.0,0
201.079,0.0,0
201.144,0.0,0
201.212,0.0,0
201.273,0.0,0
201.383,0.0,0
201.440,0.0,0
201.512,0.0,0
201.578,0.0,0
201.645,0.0,0
201.761,0.0,0
201.814,0.0,0
201.879,0.0,0
201.946,0.0,0
202.064,0.0,0
202.130,0.0,0
202.190,0.0,0
202.261,0.0,0
202.376,0.0,0
202.429,0.0,0
202.490,0.0,0
202.547,0.0,0
202.665,0.0,0
202.731,0.0,0
202.788,0.0,0
202.904,0.0,0
202.967,0.0,0
203.021,0.0,0
203.079,0.0,0
203.198,0.0,0
203.265,0.0,0
203.328,0.0,0
203.387,0.0,0
203.501,0.0,0
203.564,0.0,0
203.623,0.0,0
203.684,0.0,0
203.813,0.0,0
203.873,0.0,0
203.936,0.0,0
203.998,0.0,0
204.063,0.0,0
204.182,0.0,0
204.247,0.0,0
204.313,0.0,0
204.379,0.0,0
204.445,0.0,0
204.563,0.0,0
204.630,0.0,0
204.690,0.0,0
204.748,0.0,0
204.874,0.0,0
204.930,0.0,0
204.993,0.0,0
205.105,0.0,0
205.172,0.0,0
205.231,0.0,0
205.290,0.0,0
205.362,0.0,0
205.479,0.0,0
205.540,0.0,0
205.612,0.0,0
205.677,0.0,0
205.792,0.0,0
205.860,0.0,0
205.922,0.0,0
205.990,0.0,0
206.058,0.0,0
206.120,0.0,0
206.239,0.0,0
206.304,0.0,0
206.363,0.0,0
206.430,0.0,0
206.498,0.0,0
206.629,0.0,0
206.690,0.0,0
206.745,0.0,0
206.806,0.0,0
206.915,0.0,0
206.979,0.0,0
207.044,0.0,0
207.109,0.0,0
207.229,0.0,0
207.294,0.0,0
207.357,0.0,0
207.414,0.0,0
207.538,0.0,0
207.609,0.0,0
207.673,0.0,0
207.738,2.6,0
207.801,0.0,0
207.862,0.0,0
207.973,0.0,0
208.035,0.0,0
208.096,0.0,0
208.214,0.0,0
208.274,0.0,0
208.339,0.0,0
208.395,0.0,0
208.529,0.0,0
208.582,0.0,0
208.640,0.0,0
208.695,0.0,0
208.824,0.0,0
208.889,0.0,0
208.950,0.0,0
209.004,0.0,0
209.126,0.0,0
209.188,0.0,0
209.242,0.0,0
209.304,0.0,0
209.419,0.0,0
209.473,0.0,0
209.539,0.0,0
209.652,0.0,0
209.706,0.0,0
209.764,0.0,0
209.880,0.0,0
209.940,0.0,0
210.010,0.0,0
210.079,0.0,0
210.145,0.0,0
210.261,0.0,0
210.329,0.0,0
210.390,0.0,0
210.460,0.0,0
210.530,0.0,0
210.597,0.0,0
210.714,0.0,0
210.779,0.0,0
210.847,0.0,0
210.913,0.0,0
210.979,0.0,0
211.097,2.6,0
211.164,0.0,0
211.228,0.0,0
211.297,0.0,0
211.362,0.0,0
211.429,0.0,0
211.562,0.0,0
211.621,0.0,0
211.689,0.0,0
211.754,0.0,0
211.812,0.0,0
211.929,0.0,0
211.989,0.0,0
