elapsed_s,angle_deg,buzzer_state
54.813,0.0,0
54.944,0.0,0
55.013,0.0,0
55.079,9.7,0
55.147,0.0,0
55.209,0.0,0
55.275,0.0,0
55.397,0.0,0
55.461,0.0,0
55.514,0.0,0
55.580,0.0,0
55.705,0.0,0
55.771,0.0,0
55.831,0.0,0
55.897,0.0,0
55.960,0.0,0
56.022,0.0,0
56.143,0.0,0
56.197,0.0,0
56.263,0.0,0
56.328,0.0,0
56.447,0.0,0
56.509,0.0,0
56.579,0.0,0
56.647,0.0,0
56.706,0.0,0
56.813,0.0,0
56.881,0.0,0
56.948,0.0,0
57.009,0.0,0
57.117,0.0,0
57.181,0.0,0
57.246,0.0,0
57.313,0.0,0
57.446,0.0,0
57.514,0.0,0
57.578,0.0,0
57.638,0.0,0
57.695,0.0,0
57.828,0.0,0
57.890,0.0,0
57.949,0.0,0
58.014,0.0,0
58.078,0.0,0
58.193,0.0,0
58.261,0.0,0
58.329,0.0,0
58.390,0.0,0
58.497,0.0,0
58.559,0.0,0
58.623,0.0,0
58.681,0.0,0
58.797,0.0,0
58.862,0.0,0
58.930,0.0,0
58.992,0.0,0
59.059,0.0,0
59.181,0.0,0
59.238,0.0,0
59.303,0.0,0
59.364,0.0,0
59.485,0.0,0
59.545,0.0,0
59.599,0.0,0
59.714,0.0,0
59.780,0.0,0
59.847,0.0,0
59.912,0.0,0
59.975,2.6,0
60.044,0.0,0
60.164,0.0,0
60.229,0.0,0
60.293,0.0,0
60.360,0.0,0
60.479,0.0,0
60.546,0.0,0
60.616,0.0,0
60.679,0.0,0
60.747,0.0,0
60.814,3.4,0
60.879,0.0,0
61.010,0.0,0
61.064,0.0,0
61.129,0.0,0
61.193,0.0,0
61.309,0.0,0
61.364,0.0,0
61.422,2.6,0
61.542,0.0,0
61.598,0.0,0
61.657,0.0,0
61.714,0.0,0
61.830,0.0,0
61.890,0.0,0
61.947,0.0,0
62.062,0.0,0
62.128,0.0,0
62.190,0.0,0
62.247,0.0,0
62.364,0.0,0
62.430,0.0,0
62.494,0.0,0
62.547,0.0,0
62.679,0.0,0
62.744,0.0,0
62.798,0.0,0
62.864,0.0,0
62.930,0.0,0
63.062,0.0,0
63.127,0.0,0
63.182,0.0,0
63.247,0.0,0
63.312,0.0,0
63.432,0.0,0
63.490,0.0,0
63.547,0.0,0
63.662,0.0,0
63.730,0.0,0
63.793,0.0,0
63.849,0.0,0
63.965,0.0,0
64.022,0.0,0
64.080,2.7,0
64.189,0.0,0
64.245,0.0,0
64.313,0.0,0
64.385,0.0,0
64.453,0.0,0
64.575,2.7,0
64.637,0.0,0
64.697,0.0,0
64.763,0.0,0
64.880,0.0,0
64.940,0.0,0
64.998,0.0,0
65.062,0.0,0
65.128,0.0,0
65.250,0.0,0
65.313,0.0,0
65.376,0.0,0
65.447,0.0,0
65.513,0.0,0
65.631,0.0,0
65.697,0.0,0
65.763,0.0,0
65.829,0.0,0
65.897,0.0,0
66.013,0.0,0
66.079,0.0,0
66.136,0.0,0
66.197,0.0,0
66.312,0.0,0
66.380,0.0,0
66.445,0.0,0
66.498,0.0,0
66.627,0.0,0
66.682,0.0,0
66.741,0.0,0
66.862,0.0,0
66.929,0.0,0
66.982,0.0,0
67.055,0.0,0
67.110,0.0,0
67.229,0.0,0
67.295,0.0,0
67.363,0.0,0
67.429,0.0,0
67.498,0.0,0
67.564,0.0,0
67.683,0.0,0
67.747,0.0,0
67.809,0.0,0
67.863,0.0,0
67.980,0.0,0
68.040,0.0,0
68.097,0.0,0
68.213,0.0,0
68.279,0.0,0
68.340,0.0,0
68.397,0.0,0
68.525,0.0,0
68.578,0.0,0
68.644,0.0,0
68.698,0.0,0
68.817,0.0,0
68.879,0.0,0
68.941,0.0,0
69.061,0.0,0
69.122,0.0,0
69.185,0.0,0
69.239,0.0,0
69.354,-2.8,0
69.415,2.6,0
69.480,0.0,0
69.542,0.0,0
69.657,0.0,0
69.713,0.0,0
69.780,0.0,0
69.898,0.0,0
69.961,0.0,0
70.030,6.9,0
70.095,8.2,0
70.155,9.0,0
70.281,14.4,0
70.347,20.0,0
70.410,24.6,0
70.479,28.9,0
70.543,18.9,0
70.659,19.3,0
70.736,25.0,0
70.812,23.1,0
70.879,22.6,0
70.945,19.9,0
71.013,16.5,0
71.080,13.1,0
71.144,11.1,0
71.272,9.1,0
71.330,9.2,0
71.394,13.7,0
71.464,15.5,0
71.529,19.3,0
71.640,32.7,1
71.697,23.0,0
71.762,18.2,0
71.881,15.2,0
71.940,11.9,0
72.006,8.6,0
72.061,3.6,0
72.179,0.0,0
72.240,0.0,0
72.294,0.0,0
72.361,0.0,0
72.480,0.0,0
72.533,0.0,0
72.593,0.0,0
72.710,0.0,0
72.776,0.0,0
72.831,0.0,0
72.894,0.0,0
73.014,0.0,0
73.079,0.0,0
73.144,0.0,0
73.197,0.0,0
73.315,0.0,0
73.378,0.0,0
73.439,0.0,0
73.560,0.0,0
73.629,0.0,0
73.689,0.0,0
73.754,0.0,0
73.820,0.0,0
73.881,0.0,0
73.996,0.0,0
74.054,0.0,0
74.122,0.0,0
74.242,0.0,0
74.311,0.0,0
74.376,0.0,0
74.431,0.0,0
74.496,0.0,0
74.617,0.0,0
74.679,0.0,0
74.748,0.0,0
74.811,0.0,0
74.929,0.0,0
74.997,0.0,0
75.063,0.0,0
75.126,0.0,0
75.195,0.0,0
75.261,0.0,0
75.379,0.0,0
75.440,0.0,0
75.510,0.0,0
75.563,0.0,0
75.678,0.0,0
75.732,0.0,0
75.798,0.0,0
75.861,0.0,0
75.929,0.0,0
76.063,0.0,0
76.126,0.0,0
76.193,0.0,0
76.264,2.7,0
76.330,0.0,0
76.396,0.0,0
76.464,0.0,0
76.582,0.0,0
76.643,0.0,0
76.705,0.0,0
76.813,0.0,0
76.879,0.0,0
76.940,0.0,0
76.995,0.0,0
77.115,0.0,0
77.179,0.0,0
77.247,0.0,0
77.313,0.0,0
77.375,0.0,0
77.480,0.0,0
77.544,0.0,0
77.607,0.0,0
77.728,0.0,0
77.797,0.0,0
77.862,0.0,0
77.929,0.0,0
77.993,0.0,0
78.110,0.0,0
78.180,0.0,0
78.247,0.0,0
78.305,0.0,0
78.364,0.0,0
78.482,0.0,0
78.545,0.0,0
78.607,0.0,0
78.664,0.0,0
78.788,0.0,0
78.850,0.0,0
78.914,0.0,0
78.973,0.0,0
79.096,0.0,0
79.158,0.0,0
79.215,0.0,0
79.276,0.0,0
79.393,0.0,0
79.453,0.0,0
79.507,0.0,0
79.572,0.0,0
79.695,0.0,0
79.755,0.0,0
79.813,0.0,0
79.880,0.0,0
80.006,0.0,0
80.062,0.0,0
80.128,0.0,0
80.194,0.0,0
80.312,0.0,0
80.379,0.0,0
80.447,0.0,0
80.513,2.7,0
80.579,0.0,0
80.643,0.0,0
80.709,0.0,0
80.829,0.0,0
80.882,0.0,0
80.947,0.0,0
81.013,0.0,0
81.143,0.0,0
81.205,0.0,0
81.265,0.0,0
81.327,0.0,0
81.395,0.0,0
81.529,0.0,0
81.591,0.0,0
81.655,0.0,0
81.712,10.1,0
81.777,0.0,0
81.897,0.0,0
81.959,0.0,0
82.014,0.0,0
82.132,0.0,0
82.194,0.0,0
82.257,0.0,0
82.311,0.0,0
82.432,0.0,0
82.496,0.0,0
82.549,0.0,0
82.610,0.0,0
82.732,0.0,0
82.789,0.0,0
82.847,0.0,0
82.963,0.0,0
83.021,0.0,0
83.079,0.0,0
83.143,0.0,0
83.248,0.0,0
83.307,0.0,0
83.429,0.0,0
83.496,0.0,0
83.564,0.0,0
83.632,0.0,0
83.696,0.0,0
83.754,0.0,0
83.879,0.0,0
83.937,0.0,0
83.999,0.0,0
84.060,0.0,0
84.172,0.0,0
84.239,0.0,0
84.296,0.0,0
84.354,0.0,0
84.485,0.0,0
84.546,0.0,0
84.607,0.0,0
84.668,0.0,0
84.792,0.0,0
84.861,0.0,0
84.923,0.0,0
84.989,0.0,0
85.046,0.0,0
85.170,0.0,0
85.229,0.0,0
85.291,0.0,0
85.347,0.0,0
85.458,0.0,0
85.523,0.0,0
85.579,0.0,0
85.648,0.0,0
85.761,0.0,0
85.830,0.0,0
85.894,0.0,0
86.005,0.0,0
86.062,0.0,0
86.125,0.0,0
86.182,0.0,0
86.304,0.0,0
86.372,0.0,0
86.429,0.0,0
86.494,0.0,0
86.555,0.0,0
86.678,0.0,0
86.747,0.0,0
86.810,0.0,0
86.879,0.0,0
86.944,0.0,0
87.014,2.7,0
87.128,0.0,0
87.190,0.0,0
87.251,0.0,0
87.379,0.0,0
87.447,0.0,0
87.502,0.0,0
87.563,0.0,0
87.629,0.0,0
87.697,0.0,0
87.805,0.0,0
87.863,0.0,0
87.928,0.0,0
88.055,0.0,0
88.122,0.0,0
88.187,0.0,0
88.247,0.0,0
88.313,0.0,0
88.380,0.0,0
88.505,0.0,0
88.571,0.0,0
88.628,0.0,0
88.681,0.0,0
88.801,0.0,0
88.857,0.0,0
88.915,0.0,0
89.029,0.0,0
89.096,0.0,0
89.153,0.0,0
89.264,0.0,0
89.325,0.0,0
89.387,0.0,0
89.448,0.0,0
89.515,0.0,0
89.625,0.0,0
89.695,0.0,0
89.763,0.0,0
89.828,0.0,0
89.944,0.0,0
90.008,0.0,0
90.064,0.0,0
90.125,0.0,0
90.232,0.0,0
90.297,0.0,0
90.359,0.0,0
90.479,0.0,0
90.539,0.0,0
90.604,0.0,0
90.663,0.0,0
90.778,0.0,0
90.832,0.0,0
90.897,0.0,0
90.959,0.0,0
91.072,0.0,0
91.128,0.0,0
91.232,0.0,0
91.294,0.0,0
91.363,0.0,0
91.429,0.0,0
91.497,0.0,0
91.615,0.0,0
91.671,0.0,0
91.730,0.0,0
91.794,0.0,0
91.897,0.0,0
91.964,0.0,0
92.024,0.0,0
92.139,0.0,0
92.197,0.0,0
92.262,0.0,0
92.328,0.0,0
92.447,0.0,0
92.510,0.0,0
92.565,0.0,0
92.680,0.0,0
92.747,0.0,0
92.812,0.0,0
92.873,0.0,0
92.929,0.0,0
93.048,0.0,0
93.110,0.0,0
93.179,0.0,0
93.247,0.0,0
93.313,0.0,0
93.445,0.0,0
93.513,0.0,0
93.576,0.0,0
93.631,0.0,0
93.694,0.0,0
93.816,0.0,0
93.877,0.0,0
93.932,0.0,0
93.994,0.0,0
94.117,0.0,0
94.174,0.0,0
94.236,10.1,0
94.356,0.0,0
94.421,0.0,0
94.482,0.0,0
94.537,0.0,0
94.654,0.0,0
94.720,0.0,0
94.779,0.0,0
94.847,0.0,0
94.905,0.0,0
95.028,0.0,0
95.094,0.0,0
95.164,0.0,0
95.229,0.0,0
95.340,0.0,0
95.407,0.0,0
95.465,0.0,0
95.532,0.0,0
95.597,0.0,0
95.663,0.0,0
95.781,0.0,0
95.839,0.0,0
95.907,0.0,0
95.974,0.0,0
96.047,0.0,0
96.172,0.0,0
96.244,0.0,0
96.304,0.0,0
96.372,0.0,0
96.429,0.0,0
96.544,0.0,0
96.612,0.0,0
96.679,0.0,0
96.737,0.0,0
96.847,0.0,0
96.913,0.0,0
96.971,0.0,0
97.029,0.0,0
97.153,0.0,0
97.214,10.1,0
97.277,0.0,0
97.347,0.0,0
97.410,0.0,0
97.531,0.0,0
97.597,0.0,0
97.660,0.0,0
97.722,0.0,0
97.840,0.0,0
97.899,0.0,0
97.957,0.0,0
98.019,0.0,0
98.146,0.0,0
98.205,0.0,0
98.267,0.0,0
98.331,0.0,0
98.448,0.0,0
98.511,0.0,0
98.566,0.0,0
98.687,0.0,0
98.746,0.0,0
98.807,0.0,0
98.869,0.0,0
98.929,0.0,0
99.041,0.0,0
99.098,0.0,0
99.161,0.0,0
99.287,0.0,0
99.347,0.0,0
99.413,0.0,0
99.480,0.0,0
99.547,0.0,0
99.664,0.0,0
99.722,0.0,0
99.782,0.0,0
99.849,0.0,0
99.964,0.0,0
100.029,0.0,0
100.096,0.0,0
100.162,0.0,0
100.229,2.6,0
100.348,0.0,0
100.405,0.0,0
100.464,0.0,0
100.529,0.0,0
100.647,0.0,0
100.712,0.0,0
100.774,0.0,0
100.832,0.0,0
100.953,0.0,0
101.014,0.0,0
101.079,0.0,0
101.147,0.0,0
101.213,9.8,0
101.343,0.0,0
101.410,0.0,0
101.479,0.0,0
101.548,0.0,0
101.612,0.0,0
101.679,0.0,0
101.747,0.0,0
101.813,0.0,0
101.930,0.0,0
101.998,0.0,0
102.056,0.0,0
102.171,0.0,0
102.238,0.0,0
102.305,0.0,0
102.363,0.0,0
102.429,0.0,0
102.497,0.0,0
102.614,0.0,0
102.672,0.0,0
102.733,0.0,0
102.801,0.0,0
102.920,0.0,0
102.986,0.0,0
103.048,0.0,0
103.111,0.0,0
103.230,0.0,0
103.290,0.0,0
103.352,0.0,0
103.409,0.0,0
103.522,0.0,0
103.585,0.0,0
103.641,0.0,0
103.755,0.0,0
103.821,0.0,0
103.880,0.0,0
103.998,0.0,0
104.056,0.0,0
104.122,0.0,0
104.181,0.0,0
104.248,0.0,0
104.380,0.0,0
104.440,2.6,0
104.511,0.0,0
104.572,0.0,0
104.633,0.0,0
104.698,0.0,0
104.820,0.0,0
104.882,0.0,0
104.943,0.0,0
105.004,0.0,0
105.127,0.0,0
105.189,0.0,0
105.250,0.0,0
105.312,0.0,0
105.432,0.0,0
105.502,0.0,0
105.563,0.0,0
105.629,0.0,0
105.691,0.0,0
105.813,0.0,0
105.879,0.0,0
105.932,0.0,0
