elapsed_s,angle_deg,buzzer_state
19.786,1.3,0
19.853,2.0,0
19.965,1.4,0
20.031,0.7,0
20.085,-1.3,0
20.193,-4.7,0
20.246,-9.2,0
20.354,-3.6,0
20.422,-10.8,0
20.478,-14.0,0
20.588,-14.3,0
20.647,-15.5,0
20.709,-14.5,0
20.821,-16.3,0
20.882,-15.7,0
20.937,-19.5,0
21.060,-16.7,0
21.122,-21.9,0
21.178,-19.6,0
21.305,-17.8,0
21.367,-19.3,0
21.420,-19.6,0
21.525,-22.1,0
21.581,-21.1,0
21.646,-18.0,0
21.756,-21.5,0
21.813,-22.3,0
21.870,-18.6,0
21.987,-20.8,0
22.053,-21.6,0
22.108,-23.3,0
22.231,-20.2,0
22.293,-17.2,0
22.349,-18.4,0
22.472,-18.7,0
22.534,-18.9,0
22.589,-17.4,0
22.649,-15.9,0
22.754,-16.1,0
22.816,-16.2,0
22.936,-16.9,0
22.991,-19.7,0
23.055,-18.6,0
23.122,-17.8,0
23.255,-19.7,0
23.308,-19.7,0
23.366,-19.5,0
23.482,-19.3,0
23.536,-25.6,0
23.604,-25.6,0
23.671,-26.0,0
23.789,-25.3,0
23.846,-25.9,0
23.905,-25.3,0
24.019,-27.8,0
24.081,-26.9,0
24.139,-26.3,0
24.258,-20.2,0
24.319,-15.4,0
24.380,-5.7,0
24.493,-6.3,0
24.546,-0.5,0
24.612,0.0,0
24.673,6.5,0
24.789,18.9,0
24.855,13.1,0
24.920,17.2,0
25.031,26.9,0
25.089,26.9,0
25.146,36.0,1
25.269,35.0,1
25.335,38.8,1
25.389,36.7,1
25.453,37.9,1
25.520,37.7,1
25.636,38.3,1
25.697,41.1,1
25.753,38.9,1
25.870,40.4,1
25.924,43.4,1
26.030,33.3,1
26.097,25.7,0
26.154,18.4,0
26.221,16.1,0
26.340,12.0,0
26.405,7.3,0
26.472,168.3,1
26.538,-7.6,0
26.654,-10.2,0
26.722,-13.2,0
26.788,-14.2,0
26.854,-16.9,0
26.972,-18.6,0
27.030,-20.2,0
27.097,-21.0,0
27.156,-22.9,0
27.271,-20.4,0
27.333,-27.2,0
27.400,-21.8,0
27.462,-21.8,0
27.583,-25.5,0
27.644,-23.1,0
27.698,-25.3,0
27.813,-26.6,0
27.871,-25.9,0
27.929,-28.8,0
28.054,-25.3,0
28.107,-24.2,0
28.172,-26.6,0
28.288,-25.7,0
28.352,-25.3,0
28.407,-26.3,0
28.528,-27.2,0
28.589,-20.2,0
28.655,-15.6,0
28.709,-13.2,0
28.838,0.0,0
28.904,-2.8,0
28.969,3.5,0
29.022,10.0,0
29.154,13.2,0
29.222,26.9,0
29.286,28.1,0
29.347,29.2,0
29.404,30.5,1
29.508,29.6,0
29.569,40.1,1
29.631,39.2,1
29.755,39.2,1
29.808,38.7,1
29.873,39.2,1
29.989,38.6,1
30.051,42.1,1
30.104,38.0,1
30.232,36.4,1
30.288,37.4,1
30.355,37.6,1
30.416,42.2,1
30.530,45.4,1
30.591,45.5,1
30.646,46.9,1
30.764,49.2,1
30.818,49.5,1
30.880,53.7,1
31.006,56.5,1
31.071,59.3,1
31.133,53.7,1
31.188,50.6,1
31.313,54.1,1
31.379,32.6,1
31.439,35.4,1
31.504,19.7,0
31.572,5.4,0
31.688,9.3,0
31.754,0.0,0
31.821,-10.7,0
31.881,-13.2,0
31.996,-16.4,0
32.050,-18.0,0
32.112,-19.8,0
32.236,-18.9,0
32.297,-16.6,0
32.357,-16.5,0
32.418,-17.3,0
32.542,-14.9,0
32.603,-6.5,0
32.665,1.7,0
32.783,12.3,0
32.845,20.4,0
32.900,11.0,0
33.016,10.9,0
33.072,12.6,0
33.135,4.6,0
33.196,2.3,0
33.307,1.9,0
33.373,1.7,0
33.435,0.7,0
33.546,0.0,0
33.605,1.3,0
33.665,0.0,0
33.722,0.7,0
33.839,1.3,0
33.900,0.7,0
33.955,0.0,0
34.081,1.3,0
34.138,2.6,0
34.205,1.2,0
34.272,2.2,0
34.338,15.2,0
34.454,32.6,1
34.521,40.9,1
34.584,44.4,1
34.638,41.2,1
34.757,44.5,1
34.819,44.5,1
34.873,48.0,1
35.004,43.5,1
35.070,42.0,1
35.136,41.7,1
35.192,45.9,1
35.307,50.3,1
35.363,51.6,1
35.422,27.8,0
35.538,29.3,0
35.598,17.6,0
35.654,11.0,0
35.770,3.3,0
35.832,0.0,0
35.887,2.1,0
35.947,1.3,0
36.055,1.3,0
36.116,0.7,0
36.179,2.0,0
36.300,2.0,0
36.355,1.3,0
36.415,2.0,0
36.530,1.3,0
36.589,1.3,0
36.651,0.7,0
36.704,0.7,0
36.828,0.0,0
36.890,-0.7,0
36.955,0.7,0
37.019,0.7,0
37.133,1.4,0
37.192,2.0,0
37.254,1.3,0
37.365,0.0,0
37.424,0.7,0
37.478,1.4,0
37.593,0.7,0
37.646,1.3,0
37.712,1.3,0
37.772,0.7,0
37.895,0.7,0
37.960,0.7,0
38.022,0.0,0
38.080,0.7,0
38.204,2.0,0
38.257,1.4,0
38.312,0.0,0
38.423,1.4,0
38.478,0.7,0
38.537,0.7,0
38.657,1.3,0
38.722,0.7,0
38.787,0.7,0
38.854,1.3,0
38.922,0.0,0
38.988,0.7,0
39.104,0.0,0
39.162,0.0,0
39.216,0.7,0
39.330,0.0,0
39.392,0.0,0
39.453,-0.7,0
39.575,0.0,0
39.630,0.7,0
39.691,2.0,0
39.752,0.7,0
39.872,1.3,0
39.931,-0.7,0
39.988,1.3,0
40.054,1.3,0
40.172,1.3,0
40.241,0.7,0
40.304,0.0,0
40.371,0.0,0
40.480,0.0,0
40.540,0.7,0
40.600,-0.7,0
40.664,0.0,0
40.789,2.6,0
40.849,1.3,0
40.907,-0.7,0
40.972,0.0,0
41.097,1.3,0
41.154,0.7,0
41.219,1.3,0
41.272,1.3,0
41.388,1.9,0
41.442,0.7,0
41.503,0.7,0
41.621,1.3,0
41.688,-0.7,0
41.755,0.7,0
41.815,0.7,0
41.921,0.6,0
41.974,1.3,0
42.029,0.7,0
42.144,2.0,0
42.210,0.0,0
42.273,0.0,0
42.386,0.7,0
42.440,0.7,0
42.494,0.7,0
42.608,2.7,0
42.665,1.3,0
42.729,0.0,0
42.789,0.0,0
42.906,1.9,0
42.966,1.3,0
43.020,0.0,0
43.138,2.0,0
43.204,2.6,0
43.264,1.3,0
43.326,-0.7,0
43.430,0.7,0
43.491,0.0,0
43.553,0.7,0
43.672,2.6,0
43.736,1.9,0
43.804,1.3,0
43.873,1.3,0
43.931,2.5,0
44.038,1.3,0
44.104,1.4,0
44.157,0.7,0
44.281,1.3,0
44.335,0.0,0
44.388,1.9,0
44.505,2.7,0
44.565,1.9,0
44.627,0.0,0
44.736,0.7,0
44.796,2.0,0
44.853,-2.0,0
44.955,0.0,0
45.023,1.3,0
45.089,2.0,0
45.155,0.0,0
45.265,0.7,0
45.326,1.3,0
45.390,1.5,0
45.451,0.0,0
45.567,2.6,0
45.631,0.7,0
45.689,1.3,0
45.811,0.7,0
45.865,2.0,0
45.923,0.0,0
45.982,1.4,0
46.103,0.7,0
46.158,1.3,0
46.219,-0.7,0
46.330,-0.7,0
46.394,2.0,0
46.457,-0.7,0
46.523,0.7,0
46.654,-0.7,0
46.716,1.3,0
46.773,0.7,0
46.837,0.0,0
46.904,0.7,0
47.023,-0.7,0
47.079,1.9,0
47.147,0.7,0
47.210,-0.7,0
47.325,0.0,0
47.382,0.7,0
47.448,-0.7,0
47.565,1.3,0
47.630,0.7,0
47.698,-3.5,0
47.755,-2.1,0
47.815,0.0,0
47.932,0.7,0
47.998,2.0,0
48.057,2.0,0
48.181,0.7,0
48.241,-2.1,0
48.299,0.0,0
48.358,1.3,0
48.472,4.6,0
48.530,-1.3,0
48.583,-0.7,0
48.691,0.7,0
48.748,1.3,0
48.815,0.7,0
48.937,-1.2,0
48.997,-2.0,0
49.053,-1.4,0
49.116,-1.3,0
49.232,0.0,0
49.291,-0.7,0
49.355,0.7,0
49.474,1.4,0
49.540,0.7,0
49.604,-2.0,0
49.665,3.3,0
49.724,1.9,0
49.833,1.3,0
49.891,3.9,0
50.007,-2.7,0
50.068,10.2,0
50.130,1.3,0
50.195,-2.2,0
50.264,0.0,0
50.386,-1.4,0
50.447,0.0,0
50.504,-0.7,0
50.568,0.7,0
50.677,1.3,0
50.731,0.7,0
50.848,-3.5,0
50.915,2.8,0
50.976,1.3,0
51.033,0.7,0
51.146,0.0,0
51.207,3.7,0
51.264,1.4,0
51.328,0.7,0
51.436,0.0,0
51.507,-1.4,0
51.571,0.6,0
51.638,0.0,0
51.703,0.7,0
51.822,5.9,0
51.882,0.7,0
51.939,2.0,0
52.008,1.3,0
52.124,-1.4,0
52.182,0.0,0
52.237,0.7,0
52.359,0.7,0
52.415,0.0,0
52.477,-0.7,0
52.602,3.0,0
52.670,-2.9,0
52.739,-0.7,0
52.800,0.0,0
52.865,0.0,0
52.982,0.7,0
53.040,-0.7,0
53.105,2.1,0
53.171,2.0,0
53.240,1.9,0
53.356,-0.7,0
53.420,0.6,0
53.488,0.7,0
53.553,-1.4,0
53.619,1.4,0
53.731,0.0,0
53.789,6.0,0
53.855,0.0,0
53.915,-0.7,0
54.036,0.7,0
54.105,-2.9,0
54.165,-0.7,0
54.235,0.7,0
54.297,0.7,0
54.411,0.0,0
54.465,0.7,0
54.581,-2.0,0
54.636,0.0,0
54.704,-0.7,0
54.757,0.0,0
54.881,1.3,0
54.938,0.0,0
54.996,-1.4,0
55.119,0.0,0
55.180,0.0,0
55.247,0.7,0
55.309,2.0,0
55.370,-1.3,0
55.495,0.0,0
55.558,-0.7,0
55.614,-0.6,0
55.676,3.1,0
55.790,2.0,0
55.856,0.7,0
55.916,-1.4,0
55.978,-0.7,0
56.095,-2.0,0
56.149,1.3,0
56.205,0.0,0
56.328,1.3,0
56.382,-0.7,0
56.445,0.7,0
56.560,0.0,0
56.613,0.0,0
56.674,0.0,0
56.797,0.6,0
56.857,1.3,0
56.922,0.7,0
56.987,1.3,0
57.049,1.9,0
57.156,2.5,0
57.221,0.0,0
57.282,0.7,0
57.401,0.7,0
57.462,1.3,0
57.527,0.0,0
57.580,0.7,0
57.689,1.3,0
57.741,1.9,0
57.805,1.3,0
57.922,1.4,0
57.976,3.3,0
58.037,1.3,0
58.157,-0.7,0
58.223,1.3,0
58.286,2.0,0
58.339,1.9,0
58.470,1.3,0
58.531,0.7,0
58.586,0.0,0
58.655,-1.3,0
58.715,0.0,0
58.830,0.0,0
58.887,9.7,0
58.951,0.0,0
59.070,-0.7,0
59.137,0.0,0
59.200,0.0,0
59.254,1.4,0
59.372,1.3,0
59.438,2.0,0
59.505,0.0,0
59.564,0.7,0
59.685,2.4,0
59.738,2.0,0
59.792,0.0,0
59.854,2.0,0
59.972,1.3,0
60.037,2.0,0
60.096,0.7,0
60.205,0.7,0
60.272,4.0,0
60.337,0.6,0
60.401,0.6,0
60.518,12.8,0
60.579,16.1,0
60.640,20.3,0
60.705,23.3,0
60.827,24.7,0
60.885,28.4,0
60.939,28.2,0
61.055,31.5,1
61.123,34.9,1
61.184,35.4,1
61.247,26.6,0
61.314,31.8,1
61.444,32.6,1
61.499,33.7,1
61.555,33.3,1
61.670,34.1,1
61.739,32.5,1
61.804,31.9,1
61.871,33.9,1
61.985,32.8,1
62.040,32.9,1
62.106,31.2,1
62.223,30.8,1
62.283,31.2,1
62.340,31.1,1
62.402,33.0,1
62.522,33.3,1
62.582,34.4,1
62.644,31.7,1
62.756,31.3,1
62.817,34.2,1
62.879,33.3,1
62.939,33.7,1
63.060,31.9,1
63.123,30.0,1
63.186,31.3,1
63.296,29.5,0
63.356,30.2,1
63.419,31.1,1
63.535,31.3,1
63.590,33.5,1
63.657,33.5,1
63.722,33.5,1
63.839,28.1,0
63.897,31.4,1
63.954,18.2,0
64.073,12.7,0
64.132,11.3,0
64.187,8.3,0
64.254,8.0,0
64.370,1.3,0
64.422,0.0,0
64.489,2.0,0
64.603,0.0,0
64.669,2.0,0
64.735,1.4,0
64.789,2.1,0
64.905,0.7,0
64.966,-1.3,0
65.030,-4.6,0
65.139,-6.6,0
65.203,-10.4,0
65.257,-11.0,0
65.373,-11.0,0
65.426,-8.5,0
65.482,-10.2,0
65.604,-2.1,0
65.663,-4.9,0
65.724,2.2,0
65.786,0.7,0
65.907,-0.7,0
65.968,0.7,0
66.023,0.7,0
66.146,1.3,0
66.206,0.0,0
66.268,2.0,0
66.329,2.0,0
66.448,1.3,0
66.514,2.0,0
66.571,1.3,0
66.631,2.0,0
66.744,-0.6,0
66.810,0.0,0
66.871,0.0,0
66.934,1.4,0
67.040,0.7,0
67.093,0.7,0
67.156,2.0,0
67.264,0.7,0
67.320,0.7,0
67.433,-9.2,0
67.492,1.8,0
67.551,6.7,0
67.615,5.1,0
67.730,9.7,0
67.790,12.8,0
67.849,22.2,0
67.971,22.8,0
68.032,31.7,1
68.097,30.8,1
68.154,25.4,0
68.272,26.0,0
68.337,25.1,0
68.405,24.4,0
68.472,23.1,0
68.537,25.9,0
68.665,26.0,0
68.722,30.1,1
68.781,24.7,0
68.904,13.9,0
68.972,5.5,0
69.035,45.0,1
69.088,-6.8,0
69.155,-8.6,0
69.273,-6.7,0
69.339,-11.4,0
69.396,-13.4,0
69.508,-15.0,0
69.563,-15.4,0
69.673,-15.2,0
69.738,-12.0,0
69.804,-16.2,0
69.857,-16.6,0
69.972,-14.7,0
70.029,-21.4,0
70.139,-24.6,0
70.204,-25.6,0
70.257,-24.9,0
70.371,-26.6,0
70.435,-30.0,1
70.494,-27.8,0
70.617,-31.3,1
70.678,-34.3,1
70.731,-36.7,1
70.852,-42.4,1
70.913,-33.3,1
70.976,-34.5,1
71.037,-39.2,1
71.146,-42.0,1
71.207,-41.7,1
71.269,-39.6,1
71.388,-41.1,1
71.450,-40.4,1
71.507,-42.0,1
71.623,-43.5,1
71.689,-42.5,1
71.754,-42.0,1
71.813,-39.5,1
71.938,-39.9,1
72.005,-38.7,1
72.059,-44.0,1
72.183,-46.0,1
72.247,-40.8,1
72.308,-38.8,1
72.372,-44.0,1
72.482,-41.5,1
72.536,-39.9,1
72.601,-42.5,1
72.725,-42.5,1
72.787,-42.0,1
72.844,-42.1,1
72.967,-39.6,1
73.022,-42.9,1
73.082,-44.0,1
73.190,-43.1,1
73.247,-39.5,1
73.307,-41.4,1
73.415,-40.3,1
73.483,-32.9,1
73.600,-20.6,0
73.662,-9.2,0
73.720,-2.5,0
73.787,-9.1,0
73.854,-1.5,0
73.963,1.2,0
74.022,1.3,0
74.088,0.0,0
74.207,-174.9,1
74.272,3.0,0
74.335,1.4,0
74.388,0.7,0
74.505,-0.7,0
74.558,1.4,0
74.614,1.4,0
74.723,0.7,0
74.786,1.3,0
74.848,0.7,0
74.957,0.7,0
75.020,2.6,0
75.088,0.7,0
75.150,0.7,0
75.257,0.0,0
75.322,0.7,0
75.388,0.0,0
75.455,0.0,0
75.577,2.0,0
75.634,0.7,0
75.691,0.7,0
75.809,-0.7,0
75.866,1.3,0
75.933,1.3,0
75.990,1.3,0
76.105,0.0,0
76.159,1.3,0
76.221,0.7,0
76.328,0.0,0
76.385,0.7,0
76.441,2.0,0
76.548,0.0,0
76.601,0.0,0
76.714,0.0,0
76.772,2.0,0
76.832,1.4,0
76.949,0.0,0
77.004,0.0,0
77.069,0.7,0
77.127,0.7,0
77.246,0.7,0
77.315,0.7,0
77.373,1.3,0
77.432,0.7,0
77.544,0.7,0
77.599,0.7,0
77.664,0.7,0
